title,link,published,source
"""가족·친구 교류 없으면 조기 사망 위험 39%↑"" - ZUM 뉴스",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODkwMTQ00gEA?oc=5,2023-11-10 15:55:37,ZUM 뉴스
"미 당국자 ""가자지구 사상자, 하마스 집계보다 훨씬 많을 수도"" - ZUM 뉴스",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODgxNDQ00gEA?oc=5,2023-11-10 10:18:59,ZUM 뉴스
번식장에서 태어나 평생 뜬장서 번식견으로 살아온 타카 [함께할개] - 위키트리,https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3Lndpa2l0cmVlLmNvLmtyL2FydGljbGVzLzkwMTMxM9IBAA?oc=5,2023-11-10 15:59:00,위키트리
혼다 美공장 임금 11% 인상…전미車노조 '파업승리' 영향 - ZUM 뉴스,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODk5MjA4P2NtPWVudGVydGFpbl9ob21lX3JhbmvSAQA?oc=5,2023-11-11 01:40:32,ZUM 뉴스
"LS그룹 창립 20주년, 기념행사 대신 사회에 기부해 - 이코노미톡뉴스",https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LmVjb25vbXl0YWxrLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0yNDUzNDnSAQA?oc=5,2023-11-10 12:00:27,이코노미톡뉴스
시구 나선 조범현 전 감독 - ZUM 뉴스,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODk0MjI10gEA?oc=5,2023-11-10 18:40:49,ZUM 뉴스
겨울에 피는 장미 보셨나요…유럽장미 개화 시작 - ZUM 뉴스,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODgyNzYy0gEA?oc=5,2023-11-10 10:56:45,ZUM 뉴스
"한강 '작별하지 않는다', 메디치 외국문학상 수상 - ZUM 뉴스",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODc5MDU50gEA?oc=5,2023-11-10 09:15:56,ZUM 뉴스
생각에 잠긴 이동관 방송통신위원회 위원장 - ZUM 뉴스,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODgwMDA40gEA?oc=5,2023-11-10 09:40:26,ZUM 뉴스
후쿠시마 원전 오염수 방류 관련 브리핑 - ZUM 뉴스,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODgzNzY50gEA?oc=5,2023-11-10 11:25:35,ZUM 뉴스
'겨울오기 전에' 단무지용 무 수확 - ZUM 뉴스,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODg2OTky0gEA?oc=5,2023-11-10 13:51:16,ZUM 뉴스
'제1회 삼성 CSR의 날' 행사에서 발표하는 최주호 삼성복합단지장 - ZUM 뉴스,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy56dW0uY29tL2FydGljbGVzLzg2ODkxNDE40gEA?oc=5,2023-11-10 16:40:12,ZUM 뉴스
